Id,unvax
1001,27.01525010025613
1003,32.46187214190766
1005,26.252724025362593
1007,23.311547828725857
1009,20.15250567503119
1011,35.51198413220243
1013,27.45098009265286
1015,32.02614189850983
1017,22.004356919924746
1019,23.856210927713633
1021,22.5490177722117
1023,42.15686559057725
1025,32.67973610335252
1027,28.649235782911813
1029,22.331153105863514
1031,25.272330408993742
1033,35.72984681109661
1035,28.649237388910763
1037,30.501087262150218
1039,23.63834312353893
1041,24.509802437607945
1043,27.777778210007874
1045,37.037035002922984
1047,28.758168975667466
1049,21.895425128039676
1051,30.283222165482908
1053,23.202613591023102
1055,28.322438458567376
1057,25.27233092099148
1059,30.827886240997053
1061,26.688454011283397
1063,34.74945560871084
1065,43.46405334527344
1067,31.917211327864084
1069,29.73856225778942
1071,33.44226380012545
1073,41.830064681508475
1075,31.26361518797099
1077,34.96731916177395
1079,33.98692663081386
1081,30.392155985298967
1083,26.797386511047343
1085,33.22440031547563
1087,33.551194345407445
1089,45.424838500744315
1091,36.92810334949666
1093,25.925925804854657
1095,29.9564265064527
1097,32.244007481897206
1099,27.99564430498294
1101,36.38343904140305
1103,32.13507666568526
1105,33.98692641649757
1107,32.78866870716495
1109,28.540303077837553
1111,24.72766829051514
1113,26.143789819155476
1115,26.79738728076026
1117,25.16339766816768
1119,34.204790736620254
1121,25.81699337773419
1123,28.976034682513788
1125,31.4814800385792
1127,33.33333020887899
1129,27.99564481731622
1131,35.511982699163596
1133,15.46840980785408
2013,67.00924893301
2016,49.434739446972344
2020,46.1459393432297
2050,51.07913371920604
2060,82.01439
2068,41.93216676094118
2070,39.15724591204819
2090,38.95169404285572
2100,59.3011310181962
2105,60.6372046910299
2110,60.63720154562784
2122,36.896195750559535
2130,52.41521246481954
2150,50.5652598557264
2164,47.995886498936926
2170,27.749228161462927
2180,57.75950834548031
2185,28.982528482692594
2188,43.576570490871426
2195,63.00102720525656
2198,44.3987672431754
2220,62.795475882300195
2230,62.589928
2240,23.12435653098996
2261,46.04316422467969
2275,49.126411631403585
2282,65.46763
2290,55.395680888571434
4001,59.38461625481713
4003,44.41025847860381
4005,56.51282169427945
4007,45.846153377009735
4009,44.820512346087106
4011,31.794870035342583
4012,37.025641649280935
4013,41.23077076586263
4015,30.256410340815883
4017,48.51282073477254
4019,51.99999722835124
4021,37.33333117677123
4023,76.48304178252089
4025,35.58974792940079
4027,47.79487302793984
5001,39.77527958339166
5003,35.39325654542856
5005,36.29213276288056
5007,38.089889936227486
5009,26.629213056459612
5011,40.67415412635184
5013,25.16853922130518
5015,32.47190671029252
5017,41.0112347285727
5019,36.5168533795627
5021,35.05617973246941
5023,33.5955038197913
5025,36.40449805700035
5027,32.359550844174116
5029,41.23595472901234
5031,29.99999852645697
5033,28.876404832447882
5035,27.752807780675003
5037,34.831457678227245
5039,40.786518903463424
5041,41.68539653898969
5043,34.60674462842466
5045,36.40449319531836
5047,35.168541113658065
5049,24.044946350484167
5051,33.595506695476686
5053,32.247192983043334
5055,30.674158629146195
5057,20.67415857200108
5059,30.674157010885168
5061,33.82022362356343
5063,27.865169550202534
5065,26.853934746378428
5067,28.202248355415833
5069,27.865166948704836
5071,33.14607077679155
5073,26.853931836537114
5075,30.112360651019806
5077,25.61797916123096
